Census_Block_Groups.ObjectID,Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Feature Class Code,Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Object  Identifier,Geographic Identifier,State Federal Information Processing Series (FIPS) codes,County Federal Information Processing Series (FIPS) Code,Tract Code,Block Group Code,Base Geographic Name,Block Group Name,Legal/Statistical Area Description Code,Functional Status,Land Area (Square Meters),Water Area (Square Meters),Centroid Latitude,Centroid Longitude,Internal Point Latitude,Internal Point Longitude,Census_Block_Groups.SHAPE_Length,Census_Block_Groups.SHAPE_Area,Census_Block_Groups.Population_Density,Population_Density,allegheny_county_acs_2024_block_groups.OBJECTID,NAME,B01003_001E,B01002_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B17001_001E,B17001_002E,B25044_001E,B25044_003E,B25044_010E,state,county,tract,block group,Population,Population over 65,Median Age,Poverty Population,Household in total,Household with no vehicle,Population Percentage over 65,Poverty Population Rate,Household No Vehicle Rate,GEO_ID
6727,G5030,208903717072385,420031014002,42,003,101400,2,2,Block Group 2,BG,S,115857,0,+40.4844952,-079.9284287,+40.4844952,-079.9284287,1876.318304,200491.5307,0.003754629,0.003754629,73,Block Group 2; Census Tract 1014; Allegheny County; Pennsylvania,435,35.5,0,11,0,10,0,0,0,30,0,0,0,0,,,180,11,14,42,3,101400,2,435,51,36,,180,25,11.72413793,,0.138888889,420031014002
45066,G5030,208903717072646,420031414002,42,003,141400,2,2,Block Group 2,BG,S,173645,0,+40.4243851,-079.9207306,+40.4243851,-079.9207306,3306.168044,299960.3472,0.00410032,0.00410032,137,Block Group 2; Census Tract 1414; Allegheny County; Pennsylvania,712,44.5,14,6,37,24,14,0,7,33,44,0,14,0,,,309,0,0,42,3,141400,2,712,193,44,,309,0,27.10674157,,0,420031414002
47052,G5030,20890321505437,420034644003,42,003,464400,3,3,Block Group 3,BG,S,515935,0,+40.4658519,-080.0604548,+40.4658519,-080.0604548,5339.653372,892332.7097,0.001655247,0.001655247,557,Block Group 3; Census Tract 4644; Allegheny County; Pennsylvania,854,36.8,0,79,0,21,0,24,0,0,65,9,24,0,,,357,8,124,42,3,464400,3,854,222,37,,357,132,25.99531616,,0.369747899,420034644003
47079,G5030,20890321512121,420034656001,42,003,465600,1,1,Block Group 1,BG,S,543890,0,+40.4390732,-080.0725530,+40.4390732,-080.0725530,4731.286465,939941.6246,0.002259648,0.002259648,558,Block Group 1; Census Tract 4656; Allegheny County; Pennsylvania,1229,39.5,27,43,11,7,11,7,14,0,7,45,0,54,,,691,14,237,42,3,465600,1,1229,226,40,,691,251,18.38893409,,0.363241679,420034656001
47080,G5030,20890321512156,420034656002,42,003,465600,2,2,Block Group 2,BG,S,466508,0,+40.4378950,-080.0635903,+40.4378950,-080.0635903,4258.194899,806178.0569,0.002445832,0.002445832,559,Block Group 2; Census Tract 4656; Allegheny County; Pennsylvania,1141,56,80,19,38,67,0,0,59,56,73,56,0,15,,,628,26,63,42,3,465600,2,1141,463,56,,628,89,40.57843996,,0.141719745,420034656002
47184,G5030,20890321496672,420031920003,42,003,192000,3,3,Block Group 3,BG,S,449570,0,+40.4053130,-080.0313201,+40.4053130,-080.0313201,5109.073645,776162.7636,0.001434704,0.001434704,194,Block Group 3; Census Tract 1920; Allegheny County; Pennsylvania,645,41.4,0,0,9,64,0,0,11,0,0,0,0,0,,,302,6,55,42,3,192000,3,645,84,41,,302,61,13.02325581,,0.201986755,420031920003
47185,G5030,20890321533389,420032509002,42,003,250900,2,2,Block Group 2,BG,S,384691,0,+40.4641565,-080.0039408,+40.4641565,-080.0039408,5462.496782,665308.3967,0.001185367,0.001185367,208,Block Group 2; Census Tract 2509; Allegheny County; Pennsylvania,456,37,0,0,2,2,0,0,3,0,23,5,3,0,,,235,0,25,42,3,250900,2,456,38,37,,235,25,8.333333333,,0.106382979,420032509002
55729,G5030,20890321508032,420031609001,42,003,160900,1,1,Block Group 1,BG,S,405887,162776,+40.4295639,-079.9689105,+40.4295398,-079.9691602,4892.475789,982467.7615,0.003508366,0.003508366,151,Block Group 1; Census Tract 1609; Allegheny County; Pennsylvania,1424,25,0,0,0,20,0,15,0,0,85,23,0,0,,,804,0,165,42,3,160900,1,1424,143,25,,804,165,10.04213483,,0.205223881,420031609001
55730,G5030,20890321508378,420031803001,42,003,180300,1,1,Block Group 1,BG,S,473231,0,+40.4247671,-079.9943816,+40.4247671,-079.9943816,5242.120391,817482.9363,0.002127925,0.002127925,161,Block Group 1; Census Tract 1803; Allegheny County; Pennsylvania,1007,42.5,5,22,29,0,0,0,14,23,33,0,0,9,,,565,22,135,42,3,180300,1,1007,135,42,,565,157,13.4061569,,0.277876106,420031803001
55731,G5030,20890321508346,420031803002,42,003,180300,2,2,Block Group 2,BG,S,155010,0,+40.4208932,-079.9928103,+40.4208932,-079.9928103,2562.529562,267740.1353,0.003367525,0.003367525,162,Block Group 2; Census Tract 1803; Allegheny County; Pennsylvania,522,44.8,21,11,13,0,0,0,0,0,13,36,0,0,,,250,0,103,42,3,180300,2,522,94,45,,250,103,18.00766284,,0.412,420031803002
55732,G5030,20890321508201,420031803003,42,003,180300,3,3,Block Group 3,BG,S,140172,0,+40.4191906,-079.9927437,+40.4191906,-079.9927437,2522.052197,242097.6043,0.0021973,0.0021973,163,Block Group 3; Census Tract 1803; Allegheny County; Pennsylvania,308,33.9,0,0,0,15,0,0,0,2,22,0,0,0,,,169,2,35,42,3,180300,3,308,39,34,,169,37,12.66233766,,0.218934911,420031803003
55733,G5030,20890321508414,420031807002,42,003,180700,2,2,Block Group 2,BG,S,128059,0,+40.4247086,-080.0011285,+40.4247086,-080.0011285,2220.067012,221217.6632,0.003350018,0.003350018,165,Block Group 2; Census Tract 1807; Allegheny County; Pennsylvania,429,37.3,0,11,6,17,0,0,0,22,0,6,0,0,,,241,19,0,42,3,180700,2,429,62,37,,241,19,14.45221445,,0.078838174,420031807002
55734,G5030,20890321508669,420031903002,42,003,190300,2,2,Block Group 2,BG,S,341688,0,+40.4300717,-080.0162761,+40.4300717,-080.0162761,3649.760342,590343.1792,0.001741355,0.001741355,168,Block Group 2; Census Tract 1903; Allegheny County; Pennsylvania,595,62.7,0,0,4,24,0,10,90,50,41,30,20,0,,,451,24,20,42,3,190300,2,595,269,63,,451,44,45.21008403,,0.097560976,420031903002
55735,G5030,20890321508632,420031911002,42,003,191100,2,2,Block Group 2,BG,S,892909,0,+40.4386190,-080.0261412,+40.4386190,-080.0261412,5624.153184,1543077.061,0.001771737,0.001771737,170,Block Group 2; Census Tract 1911; Allegheny County; Pennsylvania,1582,43.5,0,72,11,21,64,45,94,65,35,53,0,57,,,927,0,10,42,3,191100,2,1582,517,44,,927,10,32.68015171,,0.010787487,420031911002
56490,G5030,20890321526261,420034211004,42,003,421100,4,4,Block Group 4,BG,S,987958,0,+40.4940515,-079.8839890,+40.4940515,-079.8839890,6342.211921,1710146.149,0.000615411,0.000615411,370,Block Group 4; Census Tract 4211; Allegheny County; Pennsylvania,608,68.5,0,50,22,51,21,37,11,23,26,0,21,109,,,272,42,0,42,3,421100,4,608,371,68,,272,42,61.01973684,,0.154411765,420034211004
56590,G5030,20890321525891,420034230002,42,003,423000,2,2,Block Group 2,BG,S,280969,54069,+40.4899724,-079.9007184,+40.4898544,-079.9004445,3822.977951,579875.4148,0.00296474,0.00296474,380,Block Group 2; Census Tract 4230; Allegheny County; Pennsylvania,833,38.7,9,10,10,20,21,0,0,20,30,0,11,0,,,418,81,9,42,3,423000,2,833,131,39,,418,90,15.72629052,,0.215311005,420034230002
58996,G5030,20890321522018,420031401002,42,003,140100,2,2,Block Group 2,BG,S,446906,0,+40.4406316,-079.9329199,+40.4406316,-079.9329199,5102.986452,772365.9137,0.00570366,0.00570366,112,Block Group 2; Census Tract 1401; Allegheny County; Pennsylvania,2549,20,13,18,18,16,9,0,0,29,27,25,18,16,,,510,10,0,42,3,140100,2,2549,189,20,,510,10,7.414672421,,0.019607843,420031401002
58997,G5030,20890321521943,420031402001,42,003,140200,1,1,Block Group 1,BG,S,423242,0,+40.4483633,-079.9235981,+40.4483633,-079.9235981,3875.855792,731634.4897,0.003201478,0.003201478,114,Block Group 1; Census Tract 1402; Allegheny County; Pennsylvania,1355,20.3,24,2,12,13,10,9,12,10,12,22,0,11,,,259,0,46,42,3,140200,1,1355,137,20,,259,46,10.11070111,,0.177606178,420031402001
58998,G5030,20890321521908,420031402002,42,003,140200,2,2,Block Group 2,BG,S,336252,0,+40.4470935,-079.9297263,+40.4470935,-079.9297263,3531.510487,581241.9429,0.003515221,0.003515221,115,Block Group 2; Census Tract 1402; Allegheny County; Pennsylvania,1182,26.5,13,0,0,13,3,0,12,0,20,13,1,0,,,594,0,216,42,3,140200,2,1182,75,26,,594,216,6.345177665,,0.363636364,420031402002
58999,G5030,20890321521800,420031403003,42,003,140300,3,3,Block Group 3,BG,S,244015,0,+40.4427330,-079.9230623,+40.4427330,-079.9230623,3115.020964,421748.6704,0.002249862,0.002249862,118,Block Group 3; Census Tract 1403; Allegheny County; Pennsylvania,549,34.6,0,0,7,7,7,0,7,7,35,7,0,0,,,249,0,0,42,3,140300,3,549,77,35,,249,0,14.02550091,,0,420031403003
59000,G5030,20890321521724,420031404001,42,003,140400,1,1,Block Group 1,BG,S,210440,0,+40.4515018,-079.9120086,+40.4515018,-079.9120086,2409.971418,363812.9348,0.002912944,0.002912944,121,Block Group 1; Census Tract 1404; Allegheny County; Pennsylvania,613,41.2,0,0,13,18,6,6,7,5,17,37,11,0,,,245,12,0,42,3,140400,1,613,120,41,,245,12,19.57585644,,0.048979592,420031404001
59001,G5030,20890321521687,420031404002,42,003,140400,2,2,Block Group 2,BG,S,199425,0,+40.4473155,-079.9143900,+40.4473155,-079.9143900,2706.849624,344724.5582,0.002798044,0.002798044,122,Block Group 2; Census Tract 1404; Allegheny County; Pennsylvania,558,45.8,5,23,38,32,5,6,11,24,37,10,0,0,,,211,0,0,42,3,140400,2,558,191,46,,211,0,34.22939068,,0,420031404002
59082,G5030,20890321530217,420034315004,42,003,431500,4,4,Block Group 4,BG,S,397882,294922,+40.4895801,-080.0592373,+40.4890261,-080.0588432,5931.007469,1199075.98,0.001518038,0.001518038,451,Block Group 4; Census Tract 4315; Allegheny County; Pennsylvania,604,33.1,0,9,0,11,0,10,0,44,10,9,11,10,,,305,9,10,42,3,431500,4,604,114,33,,305,19,18.87417219,,0.062295082,420034315004
59083,G5030,20890321503642,420035604001,42,003,560400,1,1,Block Group 1,BG,S,373483,0,+40.4457599,-079.8901249,+40.4457599,-079.8901249,3923.443702,645575.8424,0.001943864,0.001943864,966,Block Group 1; Census Tract 5604; Allegheny County; Pennsylvania,726,33.9,5,0,28,11,5,10,12,6,23,8,0,22,,,330,0,66,42,3,560400,1,726,130,34,,330,66,17.90633609,,0.2,420035604001
59119,G5030,20890321520460,420030802001,42,003,080200,1,1,Block Group 1,BG,S,253098,0,+40.4593318,-079.9510077,+40.4593318,-079.9510077,3429.493202,437660.9118,0.003982647,0.003982647,50,Block Group 1; Census Tract 802; Allegheny County; Pennsylvania,1008,33.6,0,6,32,6,0,0,0,6,36,6,0,0,,,546,43,63,42,3,80200,1,1008,92,34,,546,106,9.126984127,,0.194139194,420030802001
59120,G5030,20890321520386,420030804001,42,003,080400,1,1,Block Group 1,BG,S,226327,0,+40.4574303,-079.9441129,+40.4574303,-079.9441129,3000.520613,391343.0497,0.00495301,0.00495301,52,Block Group 1; Census Tract 804; Allegheny County; Pennsylvania,1121,31.2,16,23,44,0,0,8,38,19,15,0,8,0,,,618,5,55,42,3,80400,1,1121,171,31,,618,60,15.25423729,,0.097087379,420030804001
59121,G5030,20890321520348,420030804002,42,003,080400,2,2,Block Group 2,BG,S,204059,0,+40.4551219,-079.9478971,+40.4551219,-079.9478971,2568.975526,352818.9744,0.002190543,0.002190543,53,Block Group 2; Census Tract 804; Allegheny County; Pennsylvania,447,31.4,0,0,29,5,0,0,0,0,0,20,0,0,,,303,0,135,42,3,80400,2,447,54,31,,303,135,12.08053691,,0.445544554,420030804002
59122,G5030,20890321520310,420030806001,42,003,080600,1,1,Block Group 1,BG,S,234386,0,+40.4615947,-079.9396143,+40.4615947,-079.9396143,2719.79689,405327.8137,0.006054116,0.006054116,54,Block Group 1; Census Tract 806; Allegheny County; Pennsylvania,1419,31.5,0,39,21,0,0,1,29,22,49,0,0,8,,,614,8,76,42,3,80600,1,1419,169,32,,614,84,11.90979563,,0.136807818,420030806001
59123,G5030,20890321520235,420030807001,42,003,080700,1,1,Block Group 1,BG,S,131923,0,+40.4627928,-079.9335930,+40.4627928,-079.9335930,1939.109894,228146.1684,0.006822161,0.006822161,56,Block Group 1; Census Tract 807; Allegheny County; Pennsylvania,900,31,51,0,23,0,0,9,8,0,29,0,0,8,,,511,17,161,42,3,80700,1,900,128,31,,511,178,14.22222222,,0.348336595,420030807001
59124,G5030,20890321520199,420030807002,42,003,080700,2,2,Block Group 2,BG,S,143135,0,+40.4592964,-079.9351049,+40.4592964,-079.9351049,2084.950677,247510.0584,0.007230936,0.007230936,57,Block Group 2; Census Tract 807; Allegheny County; Pennsylvania,1035,28.7,0,0,1,0,0,0,0,0,17,4,10,0,,,724,0,236,42,3,80700,2,1035,32,29,,724,236,3.09178744,,0.325966851,420030807002
59125,G5030,20890321520161,420030809001,42,003,080900,1,1,Block Group 1,BG,S,221736,0,+40.4623780,-079.9463542,+40.4623780,-079.9463542,2939.205887,383461.6864,0.00444222,0.00444222,58,Block Group 1; Census Tract 809; Allegheny County; Pennsylvania,985,34.4,11,0,12,24,19,50,20,68,86,12,0,1,,,569,18,91,42,3,80900,1,985,303,34,,569,109,30.76142132,,0.191564148,420030809001
59126,G5030,20890321520125,420030809002,42,003,080900,2,2,Block Group 2,BG,S,158489,0,+40.4638457,-079.9413067,+40.4645240,-079.9429630,3224.764972,274099.0936,0.005628151,0.005628151,59,Block Group 2; Census Tract 809; Allegheny County; Pennsylvania,892,32.9,0,0,0,0,0,0,0,0,14,0,0,0,,,551,0,151,42,3,80900,2,892,14,33,,551,151,1.569506726,,0.274047187,420030809002
62607,G5030,208903717072400,420031106002,42,003,110600,2,2,Block Group 2,BG,S,227775,0,+40.4752841,-079.9162654,+40.4752841,-079.9162654,2812.307805,394056.3731,0.003060037,0.003060037,86,Block Group 2; Census Tract 1106; Allegheny County; Pennsylvania,697,53.2,19,9,26,9,0,7,18,26,54,16,17,15,,,323,8,0,42,3,110600,2,697,216,53,,323,8,30.98995696,,0.024767802,420031106002
62926,G5030,208903717072451,420035154013,42,003,515401,3,3,Block Group 3,BG,S,209304,0,+40.4302582,-079.8946845,+40.4302582,-079.8946845,3070.07336,361618.1983,0.003693193,0.003693193,842,Block Group 3; Census Tract 5154.01; Allegheny County; Pennsylvania,773,38.1,0,0,41,0,0,0,13,20,28,12,0,11,,,337,0,0,42,3,515401,3,773,125,38,,337,0,16.17076326,,0,420035154013
62927,G5030,208903717072466,420035620003,42,003,562000,3,3,Block Group 3,BG,S,232869,0,+40.4481874,-079.9558045,+40.4481874,-079.9558045,3008.7562,402546.2455,0.002683912,0.002683912,981,Block Group 3; Census Tract 5620; Allegheny County; Pennsylvania,625,38.6,6,55,18,0,0,0,18,20,17,0,0,23,,,353,0,140,42,3,562000,3,625,157,39,,353,140,25.12,,0.396600567,420035620003
65486,G5030,20890321508309,420031706002,42,003,170600,2,2,Block Group 2,BG,S,332901,0,+40.4197769,-079.9839550,+40.4197769,-079.9839550,3356.022405,574986.2184,0.001841388,0.001841388,160,Block Group 2; Census Tract 1706; Allegheny County; Pennsylvania,613,32,0,29,45,0,0,0,0,8,0,0,0,0,,,280,22,9,42,3,170600,2,613,82,32,,280,31,13.37683524,,0.110714286,420031706002
65487,G5030,20890321508448,420031807003,42,003,180700,3,3,Block Group 3,BG,S,136740,0,+40.4228314,-080.0010209,+40.4228314,-080.0010209,2316.426151,236199.9355,0.010903905,0.010903905,166,Block Group 3; Census Tract 1807; Allegheny County; Pennsylvania,1491,29,0,5,39,0,0,11,14,14,30,0,15,0,,,574,13,62,42,3,180700,3,1491,128,29,,574,75,8.584842388,,0.130662021,420031807003
65488,G5030,20890321508562,420031903001,42,003,190300,1,1,Block Group 1,BG,S,447114,0,+40.4347488,-080.0137485,+40.4347488,-080.0137485,6014.221003,772594.219,0.003209472,0.003209472,167,Block Group 1; Census Tract 1903; Allegheny County; Pennsylvania,1435,38.6,48,36,42,12,25,0,10,29,32,91,0,0,,,780,11,0,42,3,190300,1,1435,325,39,,780,11,22.64808362,,0.014102564,420031903001
65489,G5030,20890321509071,420031916002,42,003,191600,2,2,Block Group 2,BG,S,494962,0,+40.4138310,-080.0172406,+40.4138310,-080.0172406,4798.190339,854743.0902,0.001489003,0.001489003,176,Block Group 2; Census Tract 1916; Allegheny County; Pennsylvania,737,41.8,8,10,0,1,9,0,0,42,19,0,0,0,,,274,42,0,42,3,191600,2,737,89,42,,274,42,12.07598372,,0.153284672,420031916002
65490,G5030,20890321509045,420031916005,42,003,191600,5,5,Block Group 5,BG,S,420289,0,+40.4122301,-080.0279441,+40.4122301,-080.0279441,4023.733314,725757.5628,0.002158039,0.002158039,179,Block Group 5; Census Tract 1916; Allegheny County; Pennsylvania,907,41,0,80,4,16,22,0,18,0,7,9,0,0,,,445,0,46,42,3,191600,5,907,156,41,,445,46,17.19955899,,0.103370787,420031916005
65491,G5030,20890321509137,420031917001,42,003,191700,1,1,Block Group 1,BG,S,1473515,0,+40.4043683,-080.0109273,+40.4043683,-080.0109273,9799.124779,2543885.615,0.001674228,0.001674228,180,Block Group 1; Census Tract 1917; Allegheny County; Pennsylvania,2467,33.7,0,28,51,23,37,6,37,69,41,39,41,42,,,1088,45,10,42,3,191700,1,2467,414,34,,1088,55,16.78151601,,0.050551471,420031917001
65492,G5030,20890321509207,420031917002,42,003,191700,2,2,Block Group 2,BG,S,391521,0,+40.4017085,-080.0181232,+40.4017085,-080.0181232,5246.32054,675870.0902,0.001854307,0.001854307,181,Block Group 2; Census Tract 1917; Allegheny County; Pennsylvania,726,54.5,23,11,31,11,0,5,6,10,29,8,36,6,,,387,23,8,42,3,191700,2,726,176,54,,387,31,24.24242424,,0.080103359,420031917002
65531,G5030,20890321509268,420031918002,42,003,191800,2,2,Block Group 2,BG,S,151177,0,+40.3905048,-080.0228446,+40.3905048,-080.0228446,2149.787466,260883.6232,0.004068079,0.004068079,183,Block Group 2; Census Tract 1918; Allegheny County; Pennsylvania,615,63.1,0,39,14,75,0,0,0,0,14,64,0,0,,,316,29,0,42,3,191800,2,615,206,63,,316,29,33.49593496,,0.091772152,420031918002
65532,G5030,20890321509376,420031918004,42,003,191800,4,4,Block Group 4,BG,S,208766,0,+40.3935062,-080.0262803,+40.3935062,-080.0262803,3005.103044,360299.5205,0.002826131,0.002826131,185,Block Group 4; Census Tract 1918; Allegheny County; Pennsylvania,590,55,0,0,12,0,0,0,51,0,12,0,0,0,,,295,0,0,42,3,191800,4,590,75,55,,295,0,12.71186441,,0,420031918004
65533,G5030,20890321509340,420031918005,42,003,191800,5,5,Block Group 5,BG,S,262157,0,+40.3846454,-080.0129241,+40.3846454,-080.0129241,4636.822538,452329.1396,0.004897828,0.004897828,186,Block Group 5; Census Tract 1918; Allegheny County; Pennsylvania,1284,30.7,0,0,13,0,0,16,0,0,13,0,0,0,,,494,13,41,42,3,191800,5,1284,42,31,,494,54,3.271028037,,0.109311741,420031918005
65534,G5030,20890321509450,420031918006,42,003,191800,6,6,Block Group 6,BG,S,317818,0,+40.3860496,-080.0092566,+40.3860496,-080.0092566,3757.579244,548387.0851,0.003926776,0.003926776,187,Block Group 6; Census Tract 1918; Allegheny County; Pennsylvania,1248,35.7,12,87,42,20,0,0,11,112,13,25,12,0,,,509,0,0,42,3,191800,6,1248,334,36,,509,0,26.76282051,,0,420031918006
65535,G5030,20890321509413,420031918007,42,003,191800,7,7,Block Group 7,BG,S,176569,0,+40.3900890,-080.0122440,+40.3900890,-080.0122440,2825.895879,304702.4668,0.00313192,0.00313192,188,Block Group 7; Census Tract 1918; Allegheny County; Pennsylvania,553,47,0,0,0,0,0,96,0,0,0,36,0,29,,,373,11,101,42,3,191800,7,553,161,47,,373,112,29.11392405,,0.300268097,420031918007
65536,G5030,20890321509485,420031919001,42,003,191900,1,1,Block Group 1,BG,S,209525,0,+40.3973803,-080.0201213,+40.3973803,-080.0201213,3592.304309,361657.0544,0.003937478,0.003937478,189,Block Group 1; Census Tract 1919; Allegheny County; Pennsylvania,825,35.7,2,0,16,0,0,0,0,0,16,25,107,0,,,425,16,41,42,3,191900,1,825,166,36,,425,57,20.12121212,,0.134117647,420031919001
65537,G5030,20890321509557,420031919002,42,003,191900,2,2,Block Group 2,BG,S,184543,0,+40.3946814,-080.0190010,+40.3946814,-080.0190010,3780.862422,318506.9449,0.006177422,0.006177422,190,Block Group 2; Census Tract 1919; Allegheny County; Pennsylvania,1140,40.7,0,21,0,0,0,0,19,9,43,19,0,52,,,456,0,57,42,3,191900,2,1140,163,41,,456,57,14.29824561,,0.125,420031919002
65538,G5030,20890321509522,420031919003,42,003,191900,3,3,Block Group 3,BG,S,214716,0,+40.3963773,-080.0268836,+40.3963773,-080.0268836,2560.444717,370601.7762,0.001653347,0.001653347,191,Block Group 3; Census Tract 1919; Allegheny County; Pennsylvania,355,66.9,0,19,48,14,0,0,25,0,55,38,0,0,,,204,3,12,42,3,191900,3,355,199,67,,204,15,56.05633803,,0.073529412,420031919003
70050,G5030,208903717072635,420034705021,42,003,470502,1,1,Block Group 1,BG,S,1107691,0,+40.4074689,-080.0688288,+40.4074689,-080.0688288,8046.05654,1912501.755,0.001283752,0.001283752,581,Block Group 1; Census Tract 4705.02; Allegheny County; Pennsylvania,1422,42.2,24,26,30,38,18,0,13,35,58,28,10,16,,,586,18,12,42,3,470502,1,1422,296,42,,586,30,20.81575246,,0.051194539,420034705021
82828,G5030,20890321503138,420035614002,42,003,561400,2,2,Block Group 2,BG,S,614310,0,+40.4545063,-079.8614843,+40.4511593,-079.8597960,7846.574814,1062118.81,0.001225765,0.001225765,971,Block Group 2; Census Tract 5614; Allegheny County; Pennsylvania,753,58.4,22,18,45,34,0,0,35,43,14,49,0,0,,,441,17,35,42,3,561400,2,753,260,58,,441,52,34.52855246,,0.117913832,420035614002
82829,G5030,20890321503100,420035614003,42,003,561400,3,3,Block Group 3,BG,S,456122,0,+40.4503020,-079.8653208,+40.4503020,-079.8653208,6057.695554,788519.5036,0.001653067,0.001653067,972,Block Group 3; Census Tract 5614; Allegheny County; Pennsylvania,754,61.2,0,14,0,37,0,0,0,135,55,32,0,0,,,529,0,466,42,3,561400,3,754,273,61,,529,466,36.20689655,,0.880907372,420035614003
87196,G5030,208903717072508,420032509001,42,003,250900,1,1,Block Group 1,BG,S,258948,0,+40.4608171,-080.0047735,+40.4608171,-080.0047735,3830.241025,447793.9544,0.003085562,0.003085562,207,Block Group 1; Census Tract 2509; Allegheny County; Pennsylvania,799,30.1,20,4,28,6,0,3,11,0,5,6,0,10,,,373,0,124,42,3,250900,1,799,93,30,,373,124,11.63954944,,0.332439678,420032509001
87197,G5030,208903717072509,420032614004,42,003,261400,4,4,Block Group 4,BG,S,329424,0,+40.4683486,-080.0064345,+40.4683486,-080.0064345,3740.604565,569796.1336,0.00138727,0.00138727,218,Block Group 4; Census Tract 2614; Allegheny County; Pennsylvania,457,62.1,21,42,13,9,15,5,0,39,24,3,9,25,,,254,12,39,42,3,261400,4,457,205,62,,254,51,44.85776805,,0.200787402,420032614004
88826,G5030,208903717072611,420032814002,42,003,281400,2,2,Block Group 2,BG,S,980858,0,+40.4462505,-080.0501942,+40.4462505,-080.0501942,5973.545324,1695456.229,0.001823913,0.001823913,236,Block Group 2; Census Tract 2814; Allegheny County; Pennsylvania,1789,29.2,0,12,47,21,16,10,0,26,39,24,53,9,,,699,0,117,42,3,281400,2,1789,257,29,,699,117,14.36556736,,0.167381974,420032814002
91165,G5030,208903717072156,420039800001,42,003,980000,1,1,Block Group 1,BG,S,635763,234551,+40.4882584,-079.8923704,+40.4875663,-079.8908303,5875.617915,1506267.561,0,0,1048,Block Group 1; Census Tract 9800; Allegheny County; Pennsylvania,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,42,3,980000,1,0,0,-666666666,,0,0,,,,420039800001
95298,G5030,208903717072536,420035630001,42,003,563000,1,1,Block Group 1,BG,S,2511441,0,+40.4507471,-080.0847435,+40.4507471,-080.0847435,10676.75578,4341712.67,0.000388622,0.000388622,999,Block Group 1; Census Tract 5630; Allegheny County; Pennsylvania,976,35.5,79,0,44,14,16,21,10,0,0,9,15,0,,,450,16,43,42,3,563000,1,976,208,36,,450,59,21.31147541,,0.131111111,420035630001
96362,G5030,208903717072632,420034690001,42,003,469000,1,1,Block Group 1,BG,S,585917,0,+40.4118344,-080.0472457,+40.4163718,-080.0437178,7393.588156,1011755.705,0.00172038,0.00172038,571,Block Group 1; Census Tract 4690; Allegheny County; Pennsylvania,1008,55.6,94,0,21,0,0,0,81,34,0,22,19,0,,,521,0,0,42,3,469000,1,1008,271,56,,521,0,26.88492063,,0,420034690001
98246,G5030,208903717072501,420039809001,42,003,980900,1,1,Block Group 1,BG,S,1464153,854869,+40.4665925,-080.0419474,+40.4659231,-080.0458881,10083.34501,4010943.516,1.63917E-05,1.63917E-05,1056,Block Group 1; Census Tract 9809; Allegheny County; Pennsylvania,24,50.7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,42,3,980900,1,24,0,51,,0,0,0,,,420039809001
99565,G5030,20890321513312,420034803003,42,003,480300,3,3,Block Group 3,BG,S,608061,0,+40.3915250,-079.9722656,+40.3915250,-079.9722656,6170.378378,1049365.967,0.0024389,0.0024389,702,Block Group 3; Census Tract 4803; Allegheny County; Pennsylvania,1483,44.7,18,43,79,28,22,27,10,54,35,50,30,47,,,655,20,0,42,3,480300,3,1483,443,45,,655,20,29.87188132,,0.030534351,420034803003
99596,G5030,20890321516049,420034762001,42,003,476200,1,1,Block Group 1,BG,S,316115,0,+40.3717117,-080.0051562,+40.3717117,-080.0051562,3105.312433,545220.2087,0.002119482,0.002119482,666,Block Group 1; Census Tract 4762; Allegheny County; Pennsylvania,670,38.2,5,13,10,0,11,0,9,13,9,0,0,27,,,301,0,0,42,3,476200,1,670,97,38,,301,0,14.47761194,,0,420034762001
99609,G5030,20890321502463,420035231001,42,003,523100,1,1,Block Group 1,BG,S,4064733,273667,+40.4775701,-079.8689043,+40.4780376,-079.8737197,14143.22503,7506049.984,0.000400272,0.000400272,884,Block Group 1; Census Tract 5231; Allegheny County; Pennsylvania,1627,37.9,17,32,33,19,0,12,23,36,0,43,14,34,,,635,7,0,42,3,523100,1,1627,263,38,,635,7,16.16472034,,0.011023622,420035231001
99618,G5030,20890321503537,420035605002,42,003,560500,2,2,Block Group 2,BG,S,272803,0,+40.4366060,-079.8909935,+40.4366060,-079.8909935,3441.203152,471415.4648,0.004299806,0.004299806,969,Block Group 2; Census Tract 5605; Allegheny County; Pennsylvania,1173,36.6,0,0,45,24,11,37,0,43,9,44,11,37,,,601,12,70,42,3,560500,2,1173,261,37,,601,82,22.25063939,,0.136439268,420035605002
